,Unnamed: 0,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
473,473,20,110.0,14977,8,5,2006,2007,1,1,1,1,1,304.0,1,3,1,2,1350,626,1976,1976,0,1976,2,0,2,1,1,7,1,1,1,2006.0,1,3,908,250,63,0,7,2007,440000
474,474,120,41.0,5330,8,5,2000,2000,1,1,7,7,2,0.0,1,1,1,4,1196,298,1494,1652,0,1652,2,0,2,1,3,6,1,0,1,2000.0,1,2,499,96,48,0,8,2007,251000
475,475,20,80.0,8480,5,6,1963,1963,2,1,4,4,2,0.0,2,2,1,1,630,340,970,970,0,970,1,0,2,1,2,5,1,0,2,1996.0,2,2,624,0,24,0,7,2007,132500
476,476,20,75.0,13125,6,5,1997,1998,1,1,1,1,1,215.0,1,1,1,2,994,484,1478,1493,0,1493,2,0,3,1,1,7,1,1,1,1997.0,3,2,508,140,39,0,4,2008,208900
477,477,60,105.0,13693,9,5,2006,2006,2,1,1,1,1,772.0,1,1,1,4,0,2153,2153,2069,574,2643,2,1,3,1,3,9,1,1,3,2006.0,3,3,694,414,84,0,3,2007,380000
478,478,20,79.0,10637,8,5,2007,2008,2,1,1,1,3,336.0,1,3,1,2,1288,417,1705,1718,0,1718,2,0,3,1,1,7,1,1,1,2007.0,1,3,826,208,44,0,9,2009,297000
479,479,30,50.0,5925,4,7,1937,2000,2,1,10,9,4,435.0,3,5,1,1,168,739,907,1131,0,1131,1,0,2,1,2,7,1,0,2,1995.0,2,2,672,0,72,0,3,2007,89471
480,480,20,98.0,16033,9,5,2004,2005,2,1,1,1,1,378.0,1,3,1,2,1261,572,1833,1850,0,1850,2,0,3,1,1,8,1,1,1,2004.0,3,3,772,519,112,0,3,2006,326000
481,481,20,72.0,11846,9,5,2003,2004,2,1,1,1,1,562.0,1,3,1,2,1567,225,1792,1792,0,1792,2,0,2,1,3,6,1,1,1,2003.0,3,3,874,206,49,0,8,2006,374000
482,482,70,50.0,2500,7,8,1915,2005,1,1,10,9,2,0.0,1,2,1,1,299,611,910,916,910,1826,1,1,4,1,3,7,4,1,1,1915.0,2,1,164,0,0,0,6,2009,155000
483,483,120,32.0,4500,6,5,1998,1998,2,1,1,1,1,116.0,1,3,1,1,897,319,1216,1216,0,1216,2,0,2,1,2,5,1,0,1,1998.0,2,2,402,0,125,0,5,2006,164000
484,484,20,1978.5061638868744,7758,5,7,1962,2001,1,1,4,5,2,0.0,2,2,1,1,588,411,999,999,0,999,1,0,3,1,1,6,1,0,2,1963.0,2,1,264,0,132,0,3,2007,132500
485,485,20,80.0,9600,5,7,1950,2007,1,1,2,2,2,0.0,2,2,1,1,607,506,1113,1113,0,1113,1,0,3,1,1,5,1,1,1,1950.0,2,1,264,0,80,120,7,2009,147000
486,486,20,79.0,10289,5,7,1965,1965,2,1,2,2,1,168.0,2,2,1,1,836,237,1073,1073,0,1073,1,1,3,1,2,6,1,0,1,1965.0,1,2,515,0,0,0,6,2007,156000
487,487,20,70.0,12243,5,6,1971,1971,1,1,8,5,2,0.0,2,1,1,4,998,486,1484,1484,0,1484,2,0,3,1,2,7,1,1,1,1971.0,2,2,487,224,0,0,2,2007,175000
488,488,190,60.0,10800,5,4,1900,1970,1,1,3,6,2,0.0,2,2,4,1,664,290,954,1766,648,2414,2,0,3,2,2,10,5,1,1,1970.0,2,2,520,142,0,0,5,2006,160000
489,489,180,21.0,1526,4,8,1970,2002,1,1,7,7,2,0.0,2,1,1,4,515,115,630,630,0,630,1,0,1,1,1,3,1,0,1,1970.0,2,1,286,0,0,0,5,2009,86000
490,490,160,1978.5061638868744,2665,5,6,1976,1976,1,1,7,7,2,0.0,1,1,1,3,0,264,264,616,688,1304,1,1,3,1,2,4,1,1,3,1976.0,3,1,336,141,24,0,6,2008,115000
491,491,50,79.0,9490,6,7,1941,1950,1,1,3,6,2,0.0,2,2,1,1,403,238,806,958,620,1578,1,0,3,1,4,5,1,2,1,1941.0,2,1,240,0,0,32,8,2006,133000
492,492,60,105.0,15578,6,5,2006,2006,1,1,1,1,2,0.0,1,1,1,1,0,728,728,728,728,1456,2,1,3,1,2,8,1,0,1,2006.0,1,2,429,0,0,0,5,2006,172785
493,493,20,70.0,7931,5,6,1960,1960,1,1,5,6,2,0.0,2,2,1,1,374,363,1269,1269,0,1269,1,1,3,1,2,6,1,1,2,1964.0,2,1,308,0,0,0,6,2008,155000
494,494,30,50.0,5784,5,8,1938,1996,1,1,2,2,2,0.0,3,5,1,1,0,190,190,886,0,886,1,0,2,1,2,4,1,0,1,1938.0,2,1,273,144,20,80,12,2009,91300
495,495,30,60.0,7879,4,5,1920,1950,1,1,3,6,2,0.0,2,2,1,1,495,225,720,720,0,720,1,0,2,1,2,4,1,0,5,1978.5061638868744,4,0,0,0,523,115,11,2009,34900
496,496,20,1978.5061638868744,12692,8,5,1992,1993,2,1,5,8,2,0.0,1,1,1,1,1231,1969,3200,3228,0,3228,3,0,4,1,1,10,1,1,1,1992.0,1,2,546,264,75,291,5,2007,430000
497,497,50,60.0,9120,7,6,1925,1950,1,1,3,6,2,0.0,1,2,1,1,329,697,1026,1133,687,1820,2,0,4,1,2,8,1,0,2,1925.0,2,1,240,0,100,0,6,2008,184000
498,498,20,65.0,7800,5,7,1967,2004,2,1,4,4,1,89.0,1,2,1,1,450,414,864,899,0,899,1,0,3,1,1,5,1,0,1,1967.0,3,1,288,64,0,0,6,2009,130000
499,499,20,70.0,7535,5,7,1958,1985,1,1,2,2,2,0.0,2,2,1,1,111,522,912,912,0,912,1,0,2,1,2,5,1,0,1,1958.0,3,1,297,12,285,0,6,2007,120000
500,500,160,21.0,1890,6,5,1973,1973,1,1,4,4,1,285.0,2,2,1,1,356,316,672,672,546,1218,1,1,3,1,2,7,1,0,2,1973.0,2,1,264,144,28,0,5,2007,113000
501,501,60,75.0,9803,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,400,466,866,866,902,1768,2,1,3,1,1,7,1,0,1,2005.0,1,2,603,0,108,0,2,2008,226700
502,502,20,70.0,9170,5,7,1965,1965,2,1,2,2,2,0.0,2,2,1,1,698,420,1214,1214,0,1214,1,0,2,1,2,6,1,0,2,1965.0,2,2,461,0,0,184,4,2007,140000
503,503,20,100.0,15602,7,8,1959,1997,1,1,5,6,2,0.0,2,2,1,1,1247,254,1501,1801,0,1801,2,0,1,1,2,6,1,2,1,1959.0,3,2,484,0,54,0,3,2010,289000
504,504,160,24.0,2308,6,5,1974,1974,1,1,8,11,2,0.0,2,2,1,1,257,103,855,855,467,1322,2,1,3,1,2,6,1,1,1,1974.0,2,2,440,260,0,0,6,2009,147000
505,505,90,60.0,7596,5,5,1952,1952,2,1,3,6,1,360.0,2,2,1,1,0,960,960,960,1000,1960,2,0,4,2,2,10,1,0,2,1952.0,2,2,400,0,0,0,7,2009,124500
506,506,60,80.0,9554,8,5,1993,1994,1,1,1,1,1,125.0,1,1,1,1,380,397,777,1065,846,1911,2,1,3,1,1,8,1,1,1,1993.0,1,2,471,182,81,0,9,2006,215000
507,507,20,75.0,7862,6,5,2009,2009,1,1,1,1,2,0.0,1,1,1,1,27,1191,1218,1218,0,1218,2,0,2,1,1,4,1,0,1,2009.0,3,2,676,0,102,0,9,2009,208300
508,508,70,60.0,9600,7,9,1928,2005,3,1,2,2,2,0.0,3,2,1,1,141,548,689,689,689,1378,2,0,3,1,1,7,1,1,2,1928.0,2,2,360,0,0,116,10,2008,161000
509,509,20,80.0,9600,5,6,1959,1959,1,1,2,2,1,132.0,2,2,1,1,991,50,1041,1041,0,1041,1,0,3,1,2,6,1,0,1,1959.0,1,1,270,224,88,0,7,2009,124500
510,510,20,75.0,14559,5,7,1951,2000,2,1,3,6,4,70.0,2,2,1,1,650,178,1008,1363,0,1363,1,0,2,1,2,6,2,2,4,1951.0,2,1,288,324,42,0,6,2009,164900
511,511,120,40.0,6792,7,5,2005,2006,1,1,1,1,3,94.0,1,1,1,1,0,1368,1368,1368,0,1368,2,0,2,1,1,6,1,1,1,2005.0,1,2,474,132,35,0,3,2006,202665
512,512,20,70.0,9100,5,5,1958,1958,1,1,1,1,2,0.0,2,2,1,1,521,169,864,864,0,864,1,0,3,1,2,5,1,0,2,1964.0,2,2,624,0,0,0,7,2006,129900
513,513,20,71.0,9187,6,5,1983,1983,1,1,1,1,2,0.0,1,2,1,1,336,748,1084,1080,0,1080,1,1,3,1,2,5,1,0,1,1983.0,2,2,484,120,0,158,6,2007,134000
514,514,45,55.0,10594,5,5,1926,1950,1,1,3,6,2,0.0,3,2,1,1,0,768,768,789,0,789,1,0,2,1,2,5,1,0,2,1926.0,2,1,200,0,0,112,6,2007,96500
515,515,20,94.0,12220,10,5,2009,2009,2,1,7,7,1,305.0,2,3,1,1,1436,570,2006,2020,0,2020,2,1,3,1,3,9,1,1,1,2009.0,3,3,900,156,54,0,9,2009,402861
516,516,80,1978.5061638868744,10448,6,6,1972,1972,1,1,4,4,1,333.0,2,2,1,1,0,689,689,1378,741,2119,2,1,3,1,2,7,1,1,1,1972.0,1,2,583,0,104,0,8,2009,158000
517,517,60,79.0,10208,7,5,1996,1997,1,1,1,1,1,921.0,1,1,1,1,0,1264,1264,1277,1067,2344,2,1,3,1,1,7,1,1,1,1996.0,1,3,889,220,0,0,7,2009,265000
518,518,60,1978.5061638868744,9531,6,5,1998,1998,1,1,1,1,2,0.0,1,1,1,3,706,88,794,882,914,1796,2,1,3,1,2,7,1,0,1,1998.0,1,2,546,0,36,0,5,2007,211000
519,519,70,53.0,10918,7,9,1926,2004,3,1,2,2,2,0.0,3,1,1,1,0,1276,1276,1276,804,2080,1,1,3,1,1,9,1,2,2,1926.0,2,1,282,0,0,0,6,2009,234000
520,520,190,60.0,10800,4,7,1900,2000,1,1,2,2,2,0.0,3,4,3,5,0,0,0,694,600,1294,2,0,3,2,2,7,1,0,5,1978.5061638868744,4,0,0,220,114,210,8,2008,106250
521,521,20,90.0,11988,6,6,1957,1957,1,1,1,1,2,0.0,2,2,1,1,777,467,1244,1244,0,1244,1,1,3,1,2,6,1,2,1,1957.0,2,1,336,0,40,0,5,2007,150000
522,522,50,50.0,5000,6,7,1947,1950,1,1,7,7,2,0.0,2,2,1,1,399,605,1004,1004,660,1664,2,0,3,1,2,7,1,2,2,1950.0,2,2,420,0,24,36,10,2006,159000
523,523,60,130.0,40094,10,5,2007,2008,2,1,7,7,3,762.0,1,3,1,2,2260,878,3138,3138,1538,4676,3,1,3,1,3,11,1,1,3,2007.0,3,3,884,208,406,0,10,2007,184750
524,524,60,95.0,11787,7,5,1996,1997,1,1,1,1,1,594.0,1,1,1,1,719,660,1379,1383,1015,2398,2,1,3,1,1,8,1,1,1,1996.0,3,3,834,239,60,0,8,2007,315750
525,525,20,62.0,7500,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,0,1257,1257,1266,0,1266,2,0,3,1,1,6,1,1,1,2005.0,2,2,453,38,144,0,4,2006,176000
526,526,20,70.0,13300,5,7,1956,2000,2,1,3,6,2,0.0,2,1,1,1,377,551,928,928,0,928,1,0,2,1,2,4,1,0,1,1956.0,2,1,252,261,0,156,6,2007,132000
527,527,60,67.0,14948,9,5,2008,2008,2,1,1,1,3,268.0,1,3,1,4,1330,122,1452,1476,1237,2713,2,1,3,1,3,11,1,1,1,2008.0,3,3,858,126,66,0,11,2008,446261
528,528,30,58.0,9098,4,7,1920,2002,1,1,3,6,2,0.0,3,2,1,3,348,180,528,605,0,605,1,0,2,1,2,5,1,0,5,1978.5061638868744,4,0,0,0,0,144,7,2007,86000
529,529,20,1978.5061638868744,32668,6,3,1957,1975,2,1,3,14,5,103.685261707989,1,2,1,1,1219,816,2035,2515,0,2515,3,0,4,2,2,9,3,2,1,1975.0,1,2,484,0,0,200,3,2007,200624
530,530,80,85.0,10200,6,5,1988,1989,1,1,4,4,1,219.0,2,1,1,4,783,678,1461,1509,0,1509,2,0,3,1,1,5,1,1,1,1988.0,1,2,600,224,0,0,8,2008,175000
531,531,70,60.0,6155,6,8,1920,1999,1,1,3,6,2,0.0,3,5,4,3,0,611,611,751,611,1362,2,0,3,1,2,6,1,0,2,1920.0,3,2,502,0,0,84,6,2008,128000
532,532,20,60.0,7200,5,7,1955,2007,1,1,1,1,2,0.0,5,4,3,5,0,0,0,827,0,827,1,0,2,1,2,5,5,1,2,1967.0,2,1,392,0,0,0,4,2010,107500
533,533,20,50.0,5000,1,3,1946,1950,1,1,1,1,2,0.0,5,4,3,5,0,0,0,334,0,334,1,0,1,1,4,2,1,0,5,1978.5061638868744,4,0,0,0,0,0,1,2007,39300
534,534,60,74.0,9056,8,5,2004,2004,1,1,1,1,2,0.0,1,3,2,4,0,707,707,707,707,1414,2,1,3,1,1,6,1,1,1,2004.0,3,2,403,100,35,0,10,2006,178000
535,535,190,70.0,7000,5,7,1910,1991,1,1,2,2,2,0.0,2,1,1,2,969,148,1117,820,527,1347,1,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,85,0,148,1,2008,107500
536,536,60,57.0,8924,7,5,1998,1999,1,1,1,1,2,0.0,1,1,1,4,0,880,880,880,844,1724,2,1,3,1,1,8,1,0,1,1998.0,3,2,527,120,155,0,7,2008,188000
537,537,20,1978.5061638868744,12735,4,5,1972,1972,2,1,2,2,2,0.0,2,2,1,1,600,264,864,864,0,864,1,0,3,1,2,5,1,0,2,1980.0,2,2,576,216,0,0,4,2008,111250
538,538,20,1978.5061638868744,11553,5,5,1968,1968,2,1,8,5,1,188.0,2,2,1,1,673,378,1051,1159,0,1159,1,1,3,1,2,7,1,1,1,1968.0,2,1,336,466,0,0,7,2006,158000
539,539,20,1978.5061638868744,11423,8,5,2001,2002,1,1,1,1,1,479.0,1,1,1,4,1358,223,1581,1601,0,1601,2,0,3,1,1,6,1,1,1,2001.0,1,2,670,180,0,0,5,2010,272000
540,540,20,85.0,14601,9,5,2006,2006,2,1,1,1,1,584.0,1,3,1,4,1260,578,1838,1838,0,1838,2,0,2,1,3,8,1,1,1,2006.0,3,3,765,270,68,0,3,2009,315000
541,541,60,1978.5061638868744,11000,8,5,2000,2000,1,1,1,1,1,72.0,1,1,1,1,0,969,969,997,1288,2285,2,1,4,1,1,8,1,1,3,2000.0,3,3,648,0,56,0,6,2007,248000
542,542,20,78.0,10140,7,5,1998,1999,2,1,1,1,2,0.0,1,3,1,1,144,379,1650,1680,0,1680,2,0,3,1,1,7,3,1,1,1998.0,3,2,583,78,73,0,6,2009,213250
543,543,120,34.0,4058,7,5,1998,1998,1,1,2,2,1,182.0,1,1,1,4,584,0,723,767,0,767,1,0,1,1,2,4,1,0,1,1998.0,3,1,367,120,40,0,6,2007,133000
544,544,60,58.0,17104,7,5,2006,2006,1,1,1,1,2,0.0,1,1,2,4,554,100,654,664,832,1496,2,1,3,1,1,7,1,1,1,2006.0,1,2,426,100,24,0,9,2006,179665
545,545,50,1978.5061638868744,13837,7,5,1988,1988,1,1,4,4,1,178.0,1,1,2,1,1002,0,1204,1377,806,2183,2,1,4,1,1,9,1,0,1,1988.0,2,3,786,0,0,0,2,2006,229000
546,546,50,70.0,8737,6,7,1923,1950,1,1,5,6,2,0.0,3,1,1,1,300,765,1065,915,720,1635,1,1,3,1,2,6,1,1,2,1950.0,2,2,440,0,38,0,5,2007,210000
547,547,85,54.0,7244,5,7,1970,1970,1,1,1,1,2,0.0,2,1,1,4,619,149,768,768,0,768,1,0,2,1,2,5,1,0,2,1987.0,2,2,624,104,0,0,4,2007,129500
548,548,20,49.0,8235,5,7,1955,1995,1,1,2,2,2,0.0,2,2,1,1,180,0,825,825,0,825,1,0,2,1,2,4,1,0,2,1963.0,1,2,720,140,50,0,6,2008,125000
549,549,60,75.0,9375,7,5,2003,2004,1,1,1,1,2,0.0,1,1,1,1,0,912,912,912,1182,2094,2,1,4,1,1,8,1,1,3,2003.0,3,2,615,182,182,0,11,2009,263000
550,550,120,53.0,4043,6,6,1977,1977,1,1,8,5,2,0.0,2,1,1,1,559,510,1069,1069,0,1069,2,0,2,1,2,4,1,0,1,1977.0,1,2,440,0,55,0,10,2008,140000
551,551,20,50.0,6000,5,6,1957,1957,2,1,5,8,2,0.0,2,2,1,1,308,620,928,928,0,928,1,0,3,1,2,5,1,0,1,1957.0,3,1,288,0,0,0,6,2008,112500
552,552,20,87.0,11146,8,5,2006,2006,1,1,1,1,3,250.0,1,3,1,4,0,1709,1709,1717,0,1717,2,0,3,1,1,7,1,1,1,2006.0,1,3,908,169,39,0,7,2009,255500
553,553,20,67.0,8777,4,5,1949,2003,1,1,1,1,2,0.0,2,4,3,5,0,0,0,1126,0,1126,2,0,2,1,1,5,1,0,2,2002.0,3,2,520,0,96,0,5,2009,108000
554,554,60,85.0,10625,7,5,2003,2004,1,1,1,1,1,292.0,1,1,1,1,866,132,998,1006,1040,2046,2,1,3,1,1,8,1,1,3,2003.0,1,3,871,320,62,0,8,2008,284000
555,555,45,58.0,6380,5,6,1922,1950,1,1,2,2,2,0.0,3,2,4,1,0,993,993,1048,0,1048,1,0,2,1,2,5,1,1,2,1922.0,2,1,280,0,0,116,8,2006,113000
556,556,20,69.0,14850,5,5,1957,1957,1,1,3,6,2,0.0,2,2,1,1,895,197,1092,1092,0,1092,1,0,2,1,2,6,1,1,1,1957.0,3,1,299,268,0,0,5,2006,141000
557,557,50,60.0,11040,4,6,1920,1950,1,1,2,2,2,0.0,2,2,1,1,637,0,637,897,439,1336,1,1,3,1,2,7,1,0,4,1994.0,2,1,570,0,47,120,9,2006,108000
558,558,60,57.0,21872,7,5,1996,1997,1,1,4,4,2,0.0,1,1,1,2,604,125,729,729,717,1446,2,1,3,1,2,6,1,1,1,1996.0,2,2,406,264,22,0,8,2008,175000
559,559,120,1978.5061638868744,3196,7,5,2003,2004,1,1,1,1,1,18.0,1,1,1,2,0,1374,1374,1557,0,1557,2,0,2,1,1,7,1,1,1,2003.0,3,2,420,143,20,0,10,2006,234000
560,560,20,1978.5061638868744,11341,5,6,1957,1996,2,1,3,6,1,180.0,2,1,1,1,1302,90,1392,1392,0,1392,1,1,3,1,2,5,5,1,2,1957.0,2,2,528,0,0,0,5,2010,121500
561,561,20,77.0,10010,5,5,1974,1975,1,1,4,4,2,0.0,2,1,1,4,1071,195,1389,1389,0,1389,1,0,2,1,2,6,1,1,1,1975.0,1,2,418,240,38,0,4,2006,170000
562,562,30,63.0,13907,5,6,1940,1969,1,1,6,3,2,0.0,2,2,1,1,290,706,996,996,0,996,1,0,3,1,2,6,1,1,5,1978.5061638868744,4,0,0,144,0,0,7,2008,108000
563,563,50,66.0,21780,6,7,1918,1950,1,1,3,6,2,0.0,3,1,1,3,0,1163,1163,1163,511,1674,2,0,4,1,2,8,1,1,2,1955.0,3,2,396,72,36,0,7,2008,185000
564,564,60,1978.5061638868744,13346,7,5,1992,2000,1,1,4,4,2,0.0,1,1,1,1,728,367,1095,1166,1129,2295,2,1,4,1,1,9,1,1,1,1992.0,1,2,590,0,40,0,7,2006,268000
565,565,70,66.0,6858,6,4,1915,1950,1,1,3,6,2,0.0,1,1,1,1,0,806,806,841,806,1647,1,1,4,1,4,6,1,0,2,1920.0,2,1,216,0,66,136,5,2010,128000
566,566,60,77.0,11198,9,5,2005,2007,2,1,1,1,1,245.0,1,1,2,1,0,1122,1122,1134,1370,2504,2,1,4,1,3,11,1,1,3,2005.0,3,3,656,144,39,0,6,2008,325000
567,567,20,70.0,10171,7,5,2004,2004,1,1,1,1,1,168.0,1,1,1,1,2,1515,1517,1535,0,1535,2,0,3,1,1,7,1,0,1,2004.0,1,2,532,0,0,0,3,2010,214000
568,568,50,79.0,12327,8,8,1983,2009,1,1,3,6,2,0.0,2,1,1,2,1441,55,1496,1496,636,2132,1,1,1,1,1,5,4,1,3,1983.0,3,2,612,349,40,0,9,2009,316600
569,569,90,1978.5061638868744,7032,5,5,1979,1979,1,1,2,2,2,0.0,2,1,1,2,943,0,943,943,0,943,1,0,2,1,2,4,1,2,2,1979.0,2,2,600,42,0,0,12,2006,135960
570,570,90,74.0,13101,5,5,1965,1965,1,1,4,4,1,108.0,2,2,1,1,231,1497,1728,1728,0,1728,2,0,6,2,2,10,1,0,2,1987.0,2,2,576,0,0,0,11,2008,142600
571,571,20,60.0,7332,6,6,1959,1959,1,1,6,3,1,207.0,2,2,1,1,414,450,864,864,0,864,1,0,2,1,1,4,1,0,1,1959.0,2,1,288,168,0,0,10,2006,120000
572,572,60,83.0,13159,7,5,2009,2009,1,1,1,1,2,0.0,1,3,1,4,0,846,846,846,846,1692,2,1,3,1,1,6,1,0,1,2009.0,1,2,650,208,114,0,7,2009,224500
573,573,80,76.0,9967,7,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,0,384,384,774,656,1430,2,1,3,1,2,8,1,1,3,2000.0,1,2,400,100,0,0,12,2007,170000
574,574,80,70.0,10500,5,7,1971,2005,3,1,2,13,1,82.0,2,2,1,4,349,23,372,576,533,1109,1,0,3,1,2,5,1,0,3,1971.0,2,1,288,35,0,0,12,2007,139000
575,575,50,80.0,8480,5,5,1947,1950,1,1,2,2,2,0.0,2,2,1,1,442,390,832,832,384,1216,1,0,2,1,2,6,1,0,2,1947.0,2,1,336,158,0,102,10,2008,118500
576,576,50,52.0,6292,7,7,1928,1950,1,1,3,6,2,0.0,3,2,1,1,0,861,861,877,600,1477,2,0,3,1,2,6,1,1,2,1928.0,2,1,216,0,50,0,8,2009,145000
577,577,80,96.0,11777,5,6,1966,1966,1,1,1,1,1,97.0,2,2,1,4,328,285,1164,1320,0,1320,1,0,3,1,2,6,1,2,1,1966.0,1,2,564,160,68,240,5,2006,164500
578,578,160,34.0,3604,7,5,2007,2007,1,1,1,1,2,0.0,1,1,1,1,0,689,689,703,689,1392,2,0,2,1,1,5,1,0,2,2007.0,2,2,540,0,102,0,2,2008,146000
579,579,50,81.0,12150,5,5,1954,1954,1,1,2,2,1,335.0,3,2,1,1,0,1050,1050,1050,745,1795,2,0,4,1,2,7,1,0,1,1954.0,2,1,352,0,0,0,11,2008,131500
580,580,20,1978.5061638868744,14585,6,6,1960,1987,1,1,3,6,1,85.0,2,2,1,1,594,331,1144,1429,0,1429,1,0,3,1,1,7,1,2,1,1960.0,2,2,572,216,110,0,6,2007,181900
581,581,20,98.0,12704,8,5,2008,2009,2,1,1,1,1,306.0,1,3,1,1,0,2042,2042,2042,0,2042,2,1,3,1,3,8,1,1,1,2009.0,1,3,1390,0,90,0,8,2009,253293
582,582,90,81.0,11841,6,5,1990,1990,1,1,4,4,1,104.0,2,1,1,4,816,0,816,816,0,816,1,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,0,32,0,5,2007,118500
583,583,75,75.0,13500,10,9,1893,2000,1,1,3,6,2,0.0,3,2,1,1,0,1237,1237,1521,1254,2775,3,1,3,1,1,9,1,1,2,1988.0,2,2,880,105,502,0,7,2008,325000
584,584,50,51.0,6120,4,7,1935,1995,1,1,9,10,2,0.0,3,2,1,1,0,884,884,989,584,1573,1,0,3,1,1,6,1,0,2,1935.0,2,1,240,0,0,54,7,2009,133000
585,585,20,88.0,11443,8,5,2005,2006,2,1,1,1,1,208.0,1,3,1,2,1460,408,1868,2028,0,2028,2,0,2,1,1,7,1,2,1,2005.0,1,3,880,326,66,0,3,2006,369900
586,586,30,55.0,10267,6,7,1918,2000,1,1,10,3,2,0.0,3,2,2,3,210,0,816,838,0,838,1,0,2,1,4,5,1,0,2,1961.0,3,1,275,0,0,112,5,2008,130000
587,587,85,74.0,8740,5,6,1982,1982,2,1,4,4,2,0.0,2,2,1,4,672,168,840,860,0,860,1,0,2,1,2,4,1,0,2,1996.0,2,2,528,0,0,0,7,2009,137000
588,588,20,65.0,25095,5,8,1968,2003,5,6,3,6,2,0.0,2,2,1,2,1324,113,1437,1473,0,1473,1,0,1,1,3,5,1,2,1,1968.0,2,1,452,0,48,0,6,2009,143000
589,589,40,50.0,9100,5,6,1930,1960,1,1,1,1,2,0.0,3,2,1,1,0,742,742,779,0,935,1,0,2,1,2,4,1,0,2,1988.0,2,1,308,0,0,0,8,2008,79500
590,590,60,64.0,8320,7,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,490,280,770,770,812,1582,2,1,3,1,1,6,1,0,1,2004.0,1,2,520,0,45,0,9,2008,185900
591,591,60,97.0,13478,10,5,2008,2008,1,1,7,7,3,420.0,1,3,1,2,1338,384,1722,1728,568,2296,2,1,3,1,3,10,1,1,3,2008.0,1,3,842,382,274,0,6,2009,451950
592,592,20,60.0,6600,5,8,1982,2003,1,1,4,4,2,0.0,1,2,2,1,816,0,816,816,0,816,1,0,2,1,2,4,1,0,2,1985.0,3,2,816,0,0,0,6,2008,138000
593,593,120,1978.5061638868744,4435,6,5,2003,2003,1,1,1,1,1,170.0,1,1,1,4,685,163,848,848,0,848,1,0,1,1,1,4,1,0,1,2003.0,3,2,420,140,0,0,5,2009,140000
594,594,20,88.0,7990,5,6,1975,1975,2,1,4,4,2,0.0,2,1,1,1,0,924,924,924,0,924,1,0,3,1,2,5,1,0,2,1981.0,2,1,280,0,0,0,4,2008,110000
595,595,20,69.0,11302,8,5,2005,2006,1,1,1,15,1,238.0,1,1,1,2,1422,392,1814,1826,0,1826,2,0,3,1,1,7,1,1,1,2005.0,3,3,758,180,75,0,8,2006,319000
596,596,70,60.0,3600,6,7,1910,1993,1,1,1,1,2,0.0,2,2,1,1,0,684,684,684,684,1368,1,0,3,1,2,7,1,0,2,1930.0,2,1,216,0,158,0,10,2006,114504
597,597,120,53.0,3922,7,5,2006,2007,1,1,1,1,1,72.0,1,3,1,4,0,1258,1258,1402,0,1402,0,2,2,1,1,7,1,1,1,2006.0,3,3,648,120,16,0,2,2007,194201
598,598,20,80.0,12984,5,6,1977,1977,1,1,8,5,1,459.0,2,1,1,3,1283,0,1430,1647,0,1647,2,0,3,1,1,7,1,1,1,1977.0,3,2,621,0,0,0,3,2006,217500
599,599,160,24.0,1950,6,6,1980,1980,1,1,2,2,2,0.0,2,1,1,1,81,23,716,716,840,1556,2,1,3,1,2,6,1,1,1,1980.0,3,2,452,161,0,0,7,2008,151000
600,600,60,74.0,10927,8,5,2005,2005,1,1,1,1,1,280.0,1,1,1,4,546,512,1058,1058,846,1904,2,1,3,1,3,8,1,1,3,2003.0,3,2,736,179,60,0,6,2006,275000
601,601,50,50.0,9000,6,6,1937,1950,1,1,3,6,2,0.0,1,2,1,1,0,780,780,780,595,1375,1,1,3,1,1,6,1,1,2,1979.0,2,1,544,0,162,0,12,2007,141000
602,602,60,80.0,10041,8,5,1992,1992,1,1,4,4,2,0.0,1,1,1,3,789,119,908,927,988,1915,2,1,3,1,1,8,1,1,1,1992.0,3,2,506,120,150,0,2,2006,220000
603,603,160,30.0,3182,7,5,2004,2005,1,1,2,2,2,0.0,1,1,1,1,0,600,600,600,600,1200,2,1,2,1,1,4,1,0,2,2004.0,1,2,480,0,172,0,6,2010,151000
604,604,20,88.0,12803,7,5,2002,2002,1,1,1,1,1,99.0,1,1,1,3,922,572,1494,1494,0,1494,2,0,3,1,1,6,1,1,1,2002.0,1,2,530,192,36,0,9,2008,221000
